Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
04/12/2023,01/01/2020,04/08/2023,By Total,,,Maryland,Other,748,19268,501,141,,1116,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Maryland,Place of death unknown,0,0,0,0,0,0,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Massachusetts,Total - All Places of Death,20909,213785,19333,8593,540,32152,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Massachusetts,"Healthcare setting, inpatient",12269,70224,14329,6923,387,20038,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Massachusetts,"Healthcare setting, outpatient or emergency room",684,14570,548,152,27,1103,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Massachusetts,"Healthcare setting, dead on arrival",27,1961,12,,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Massachusetts,Decedent's home,1404,63706,1303,313,42,2435,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Massachusetts,Hospice facility,248,9958,465,90,20,641,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Massachusetts,Nursing home/long term care facility,5651,40062,2393,1024,50,7065,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Massachusetts,Other,626,13302,283,89,12,831,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Massachusetts,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Michigan,Total - All Places of Death,36415,366890,34531,18240,664,53330,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Michigan,"Healthcare setting, inpatient",24290,110833,26990,15393,466,36324,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Michigan,"Healthcare setting, outpatient or emergency room",1599,22161,1495,610,40,2522,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Michigan,"Healthcare setting, dead on arrival",16,738,,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Michigan,Decedent's home,4419,138368,2823,1094,78,6220,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Michigan,Hospice facility,1251,28516,739,219,17,1788,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Michigan,Nursing home/long term care facility,4501,53636,2155,794,56,5915,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Michigan,Other,338,12587,319,129,,535,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Michigan,Place of death unknown,,51,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Minnesota,Total - All Places of Death,14953,167114,13349,5517,374,23143,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Minnesota,"Healthcare setting, inpatient",7440,44148,8465,4019,222,12097,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Minnesota,"Healthcare setting, outpatient or emergency room",307,6172,267,86,14,502,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Minnesota,"Healthcare setting, dead on arrival",11,153,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Minnesota,Decedent's home,1850,55668,1649,457,53,3094,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Minnesota,Hospice facility,127,4955,221,41,,312,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Minnesota,Nursing home/long term care facility,4960,47554,2537,860,73,6706,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Minnesota,Other,256,8279,202,52,,413,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Minnesota,Place of death unknown,,185,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Mississippi,Total - All Places of Death,14637,124919,14742,7391,251,22204,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Mississippi,"Healthcare setting, inpatient",9954,40844,11841,6260,169,15681,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Mississippi,"Healthcare setting, outpatient or emergency room",873,10901,631,255,20,1268,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Mississippi,"Healthcare setting, dead on arrival",15,263,,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Mississippi,Decedent's home,1547,43382,936,317,41,2203,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Mississippi,Hospice facility,331,5356,402,147,,589,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Mississippi,Nursing home/long term care facility,1718,15471,818,363,12,2181,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Mississippi,Other,199,8701,109,46,,264,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Mississippi,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Missouri,Total - All Places of Death,22985,243475,21497,10899,558,34097,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Missouri,"Healthcare setting, inpatient",14943,74765,16373,8956,366,22700,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Missouri,"Healthcare setting, outpatient or emergency room",695,13501,572,211,34,1088,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Missouri,"Healthcare setting, dead on arrival",,135,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Missouri,Decedent's home,2088,82340,1665,597,60,3211,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Missouri,Hospice facility,380,9724,535,175,26,760,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Missouri,Nursing home/long term care facility,4664,50890,2195,902,64,6016,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Missouri,Other,211,12120,155,56,,317,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Missouri,Place of death unknown,0,0,0,0,0,0,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Montana,Total - All Places of Death,3904,39351,3545,1980,106,5571,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Montana,"Healthcare setting, inpatient",2559,12325,2674,1624,62,3667,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Montana,"Healthcare setting, outpatient or emergency room",87,1482,85,30,,149,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Montana,"Healthcare setting, dead on arrival",,44,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Montana,Decedent's home,432,13670,291,114,15,624,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Montana,Hospice facility,77,1572,127,53,,155,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Montana,Nursing home/long term care facility,721,8018,342,151,18,930,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Montana,Other,25,2240,26,,0,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Montana,Place of death unknown,0,0,0,0,0,0,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nebraska,Total - All Places of Death,5653,61998,5629,2453,158,8976,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nebraska,"Healthcare setting, inpatient",3433,18760,4026,1998,104,5557,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nebraska,"Healthcare setting, outpatient or emergency room",155,3292,115,34,,240,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nebraska,"Healthcare setting, dead on arrival",0,81,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nebraska,Decedent's home,512,17049,490,127,19,892,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nebraska,Hospice facility,74,1805,83,14,,144,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nebraska,Nursing home/long term care facility,1199,14563,769,243,21,1745,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nebraska,Other,280,6448,144,37,,396,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nebraska,Place of death unknown,0,0,0,0,0,0,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nevada,Total - All Places of Death,12076,104779,14583,9117,195,17725,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nevada,"Healthcare setting, inpatient",8652,34824,11452,7336,122,12883,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nevada,"Healthcare setting, outpatient or emergency room",441,8598,480,235,10,696,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nevada,"Healthcare setting, dead on arrival",,21,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nevada,Decedent's home,1310,35515,873,481,38,1736,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nevada,Hospice facility,1212,14159,1319,810,17,1737,
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nevada,Nursing home/long term care facility,333,6155,328,189,,473,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nevada,Other,127,5497,130,65,,199,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,Nevada,Place of death unknown,0,10,0,0,0,0,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Hampshire,Total - All Places of Death,3014,45407,2979,1118,95,4962,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Hampshire,"Healthcare setting, inpatient",1498,12166,2091,914,57,2730,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Hampshire,"Healthcare setting, outpatient or emergency room",68,1979,64,12,,123,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Hampshire,"Healthcare setting, dead on arrival",,39,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Hampshire,Decedent's home,337,16515,294,63,17,582,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Hampshire,Hospice facility,45,2043,81,13,,116,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Hampshire,Nursing home/long term care facility,990,9946,409,107,14,1304,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Hampshire,Other,73,2705,39,,,104,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Hampshire,Place of death unknown,,14,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Jersey,Total - All Places of Death,35236,280241,29363,17144,350,47773,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Jersey,"Healthcare setting, inpatient",23954,100923,22676,13880,258,32985,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Jersey,"Healthcare setting, outpatient or emergency room",1046,15740,693,279,13,1470,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Jersey,"Healthcare setting, dead on arrival",47,909,21,,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Jersey,Decedent's home,2501,88213,1443,575,34,3399,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Jersey,Hospice facility,798,8980,652,328,,1130,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Jersey,Nursing home/long term care facility,6403,50504,3567,1919,29,8078,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Jersey,Other,486,14969,310,154,,649,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Jersey,Place of death unknown,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Mexico,Total - All Places of Death,8758,75325,8190,4766,175,12340,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Mexico,"Healthcare setting, inpatient",5464,20287,5682,3449,87,7775,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Mexico,"Healthcare setting, outpatient or emergency room",340,3712,346,179,18,522,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Mexico,"Healthcare setting, dead on arrival",,94,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Mexico,Decedent's home,1471,32164,1236,696,48,2057,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Mexico,Hospice facility,114,2113,207,70,,255,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Mexico,Nursing home/long term care facility,1089,10060,510,242,,1363,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Mexico,Other,272,6875,207,128,,360,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,New Mexico,Place of death unknown,0,20,0,0,0,0,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New York,Total - All Places of Death,41497,376611,41212,17690,761,65732,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New York,"Healthcare setting, inpatient",25344,121221,28903,13745,434,40918,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New York,"Healthcare setting, outpatient or emergency room",1436,22183,1142,331,46,2293,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New York,"Healthcare setting, dead on arrival",105,1814,64,32,,140,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,04/08/2023,By Total,,,New York,Decedent's home,3436,122600,2973,803,91,5684,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New York,Hospice facility,2046,25224,2417,906,44,3595,
04/12/2023,01/01/2020,04/08/2023,By Total,,,New York,Nursing home/long term care facility,8720,72884,5452,1799,137,12499,
